#Buffer Length
5
#Requested Page [,Slot1,Slot2,...,SlotUsage1,SlotUsage2,...]
12,12,None,None,None,None,1,None,None,None,None
3,12,3,None,None,None,1,1,None,None,None
9,12,3,9,None,None,1,1,1,None,None
13,12,3,9,13,None,1,1,1,1,None
1,12,3,9,13,1,1,1,1,1,1
9,12,3,9,13,1,1,1,2,1,1
12,12,3,9,13,1,2,1,2,1,1
1,12,3,9,13,1,2,1,2,1,2
5,12,5,9,13,1,2,1,2,1,2
11,12,5,9,11,1,2,1,2,1,2
2,12,2,9,11,1,2,1,2,1,2
11,12,2,9,11,1,2,1,2,2,2
3,12,3,9,11,1,2,1,2,2,2
9,12,3,9,11,1,2,1,3,2,2
4,12,4,9,11,1,2,1,3,2,2
13,12,13,9,11,1,2,1,3,2,2
0,12,0,9,11,1,2,1,3,2,2
0,12,0,9,11,1,2,2,3,2,2
11,12,0,9,11,1,2,2,3,3,2
2,2,0,9,11,1,1,2,3,3,2
9,2,0,9,11,1,1,2,4,3,2
8,8,0,9,11,1,1,2,4,3,2
8,8,0,9,11,1,2,2,4,3,2
13,8,0,9,11,13,2,2,4,3,1
4,8,0,9,11,4,2,2,4,3,1
1,8,0,9,11,1,2,2,4,3,1
6,8,0,9,11,6,2,2,4,3,1
10,8,0,9,11,10,2,2,4,3,1
11,8,0,9,11,10,2,2,4,4,1
7,8,0,9,11,7,2,2,4,4,1
#Used Algorithm: LFU
#Swap/Request Ratio: 20/30 [0.6666666666666666]
