#Buffer Length
5
#Requested Page [,Slot1,Slot2,...,SlotUsage1,SlotUsage2,...]
12,12,None,None,None,None,6,None,None,None,None
3,12,3,None,None,None,5,11,None,None,None
9,12,3,9,None,None,4,10,3,None,None
13,12,3,9,13,None,3,9,2,12,None
1,12,3,9,13,1,2,8,1,11,3
9,12,3,9,13,1,1,7,8,10,2
12,12,3,9,13,1,None,6,7,9,1
1,12,3,9,13,1,None,5,6,8,18
5,5,3,9,13,1,None,4,5,7,17
11,11,3,9,13,1,2,3,4,6,16
2,11,3,9,13,2,1,2,3,5,9
11,11,3,9,13,2,7,1,2,4,8
3,11,3,9,13,2,6,None,1,3,7
9,11,3,9,13,2,5,None,7,2,6
4,11,4,9,13,2,4,10,6,1,5
13,11,4,9,13,2,3,9,5,8,4
0,11,0,9,13,2,2,1,4,7,3
0,11,0,9,13,2,1,None,3,6,2
11,11,0,9,13,2,10,None,2,5,1
2,11,0,9,13,2,9,None,1,4,None
9,11,0,9,13,2,8,None,None,3,None
8,11,8,9,13,2,7,1,None,2,None
8,11,8,9,13,2,6,None,None,1,None
13,11,8,9,13,2,5,None,None,None,None
4,11,4,9,13,2,4,None,None,None,None
1,11,1,9,13,2,3,None,None,None,None
6,11,6,9,13,2,2,None,None,None,None
10,11,10,9,13,2,1,None,None,None,None
11,11,10,9,13,2,None,None,None,None,None
7,7,10,9,13,2,None,None,None,None,None
#Used Algorithm: OPT
#Swap/Request Ratio: 16/30 [0.5333333333333333]
